,Index,Lemma,Derived Word,Context
529,530,वन्य,वन्य,केंद्रीय वन्य प्राधिकरण
530,531,जीव,जीव,वन्य जीव उद्यान
531,532,कहला,कहलाता,उद्यान कहलाता है
532,533,बाघ,बाघ,लेकिन बाघ कभी
533,534,तेँदुआ,तेंदुआ,अलावा तेंदुआ हिरण
534,535,हिरण,हिरण,( हिरण की
535,536,चीतल,चीतल,हिरण चीतल नीलगाय
536,537,नीलगाय,नीलगाय,चीतल नीलगाय जंगली
537,538,जंगली,जंगली,नीलगाय जंगली सूअर
538,539,सूअर,सूअर,जंगली सूअर और
539,540,पक्षी,पक्षी,प्रवासी पक्षी बर्ड
540,541,संख्या,संख्या,अधिक संख्या में
541,542,पहुँच,पहुँचने,यहाँ पहुँचने के
542,543,सिंहद्वार,सिंहद्वार,लिए सिंहद्वार तक
543,544,सड़क,सड़क,ने सड़क बनाने
544,545,किला,किले,लाल किले से
545,546,सन्,सन्,कि सन् में
546,547,फौजी,फौजी,को फौजी तौर
547,548,छावनी,छावनी,जिससे छावनी सैन्य
548,549,हिंदू,हिन्दू,पीड़ित हिन्दू घुसपैठ
549,550,जैन,जैन,विजेन्द्र जैन और
550,551,फकीर,फकीर,सुबह फकीर समुदाय
551,552,दरगाह,दरगाह,इस दरगाह की
552,553,अवशेष,अवशेष,के अवशेष भी
553,554,गणेश,गणेश,में गणेश प्रतिमाओं
554,555,आज,आज,से आज मार्क्सवादी
555,556,भक्त,भक्तों,सैकड़ों भक्तों ने
556,557,श्रद्धा,श्रद्धा,पूजा श्रद्धा तथा
557,558,प्रतिवर्ष,प्रतिवर्ष,को प्रतिवर्ष किताबें
558,559,भाद्रपक्ष,भाद्रपक्ष,प्रतिवर्ष भाद्रपक्ष सुदी
559,560,सुदी,सुदी,भाद्रपक्ष सुदी चतुर्थी
560,561,चतुर्थी,चतुर्थी,सुदी चतुर्थी को
561,562,पैदल,पैदल,किलोमीटर पैदल चलकर
562,563,परिक्रमा,परिक्रमा,ओर परिक्रमा करने
563,564,पृथ्वीराज,पृथ्वीराज,मंत्री पृथ्वीराज चव्हाण
564,565,चौहान,चौहान,अशोक चौहान नोएडा
565,566,पोता,पोते,के पोते गोविंदा
566,567,गोविंदा,गोविंदा,पोते गोविंदा ने
567,568,राज,राज,पंचायती राज से
568,569,वह,उसके,और उसके अनुरोध
569,570,बेटा,बेटे,दूसरे बेटे प्रिंस
